target,total_return,cagr,annualised_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,hit_rate,monthly_win_rate,best_month,worst_month,skewness,kurtosis,var_95,expected_shortfall_95,max_drawdown_duration
unscaled,0.03833780796445074,0.025397950874744613,0.04285954000755949,0.5925857083455625,0.8441942601097584,0.6592040078199723,-0.038528210650200956,0.3835978835978836,0.631578947368421,0.023581508970412335,-0.019659832424751555,1.247214976073685,10.352121472497453,-0.003344332752280447,-0.005567507574457933,221.0
target_5pct,0.04668483021987746,0.03088594833389169,0.045135316950857075,0.6842966975842892,1.075202926249528,0.9618820108876212,-0.032109913673705415,0.3835978835978836,0.631578947368421,0.028819765363741867,-0.019893213463802017,1.9663146766079589,11.970980763268809,-0.003549088125177725,-0.005508463691807235,221.0
target_8pct,0.04628042316218006,0.03062039599706501,0.0533639042258805,0.5738035183380509,0.8164699980205834,0.6434931504643928,-0.04758464946358332,0.3835978835978836,0.631578947368421,0.029491732347188382,-0.024599140555704446,1.254560792194761,10.502258764753975,-0.0041804159403505585,-0.006928955173295442,221.0
target_10pct,0.04770032032829907,0.031552615287426145,0.05357442500944935,0.5889492100355899,0.8390137251138188,0.6568717611358633,-0.0480346654465178,0.3835978835978836,0.631578947368421,0.029491732347188382,-0.024577820799058236,1.2472149760736855,10.35212147249746,-0.0041804159403505585,-0.006959384468072417,221.0
