assumed_annual_borrow_rate,assumed_short_gross_fraction,estimated_borrow_cost,total_return,cagr,annualised_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,hit_rate,monthly_win_rate,best_month,worst_month,skewness,kurtosis,var_95,expected_shortfall_95,max_drawdown_duration
0.0,0.5,0.0,0.03833780796445052,0.02539795087474439,0.04285954000755908,0.5925857083455629,0.8441942601097528,0.6592040078199666,-0.038528210650200956,0.3835978835978836,0.631578947368421,0.023581508970412335,-0.019659832424751444,1.2472149760737072,10.352121472497702,-0.0033443327522804348,-0.005567507574457884,221.0
0.01,0.5,0.0033555408974300293,0.03485989164744696,0.023106954587396533,0.04285769031207809,0.5391553865627837,0.7695043823843349,0.5932508799139824,-0.03894971818793913,0.3783068783068783,0.631578947368421,0.023366388645271963,-0.019871541395954817,1.243022904054115,10.346807201004914,-0.003351830384934511,-0.005581556828366107,221.0
0.03,0.5,0.010066622692290087,0.027938837193683952,0.018540220233729032,0.042854578783784146,0.43263102239951345,0.618934025818097,0.4659260440273476,-0.039792195502685423,0.37037037037037035,0.631578947368421,0.02293627308907986,-0.0202948293044255,1.234587571860198,10.335661651635156,-0.0033668256502426643,-0.005609655336182549,224.0
