total_return,cagr,annualised_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,hit_rate,monthly_win_rate,best_month,worst_month,skewness,kurtosis,var_95,expected_shortfall_95,max_drawdown_duration,alpha_vs_cash,information_ratio_vs_cash,beta_to_spy,correlation_to_spy,alpha_vs_spy,information_ratio_vs_spy,bootstrap_mean_return_lower,bootstrap_mean_return_upper,bootstrap_sharpe_lower,bootstrap_sharpe_upper,annualised_mean_return,newey_west_t_stat,newey_west_pvalue,oos_observations,completed_trades,walk_forward_segments,positive_segment_rate,average_selected_pairs,maximum_selected_pairs,unique_pairs,peer_groups,maximum_pair_pnl_share,turnover
-0.3557567537736239,-0.05705581778646429,0.06891252302402918,-0.8279455646482343,-0.9431377362037259,-0.14944514516494387,-0.3817843511978345,0.41675503711558853,0.4,0.027087204477449722,-0.06422073449884957,-0.6928042987353757,12.27832638755628,-0.00637723624945105,-0.011386909714389298,1702.0,-0.05705581778646429,-0.8279455646482343,0.039868334998869014,0.10909768958275977,-0.06279744835030704,-1.051194157484954,-0.09880880404165614,-0.0152236838619048,-1.4220765753811326,-0.21957851236965825,-0.05636125109353174,-2.421963786970622,0.01553067354532938,1886.0,337.0,30.0,0.3,3.7,4.0,58.0,13.0,0.07209556387899697,173.3960095679607
