year,total_return,cagr,annualised_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,hit_rate,monthly_win_rate,best_month,worst_month,skewness,kurtosis,var_95,expected_shortfall_95,max_drawdown_duration
2017,-0.03191126481629769,-0.0632903897154996,0.028809059913473784,-2.1968918772632064,-2.131787280781966,-1.4541822348514528,-0.04352301121459157,0.4,0.16666666666666666,0.013966403689854134,-0.02396698344664805,-1.5816392966422648,7.3401535956004,-0.00361167931855526,-0.005697562351196743,121.0
2018,-0.02011123211607313,-0.0201905421803501,0.03525657305823589,-0.5726745519764468,-0.7770091362399926,-0.42658533855760705,-0.047330605052249175,0.4541832669322709,0.5,0.009688192990127797,-0.017810377131640354,0.28283643629862226,3.918278377754692,-0.0035282181747815,-0.005106425488422362,229.0
2019,0.005964927034183276,0.005964927034183276,0.03725745301257938,0.16010023637872708,0.210639406179868,0.267237298819229,-0.022320712941415466,0.4523809523809524,0.5833333333333334,0.008502601556193534,-0.005736768684155846,-0.1372131663309364,3.2417705627961446,-0.0037909295004103197,-0.005530347606313385,111.0
2020,-0.01696656978343991,-0.016900078141342423,0.06734870792700239,-0.25093396238068894,-0.26407519033202304,-0.2902336881285923,-0.05822920919453911,0.3952569169960474,0.4166666666666667,0.03310626440008013,-0.01871094046979116,-0.9151739624701062,17.029277230326294,-0.0058208616207259,-0.010253426744041876,97.0
2021,-0.022031427880125798,-0.022031427880125798,0.033578805095179305,-0.6561111337249076,-1.0171332158890616,-0.3410234396047273,-0.0646038521740967,0.3888888888888889,0.5,0.012405432176846976,-0.028520908613684393,0.40629379430592466,2.2811162905703766,-0.0032609273289701647,-0.0046786615287906464,112.0
2022,0.02761785952760265,0.027729402510773715,0.04593549862256402,0.6036595518123478,0.8125081048623102,0.8344229823123486,-0.033231829777662814,0.4581673306772908,0.5833333333333334,0.02082622587255134,-0.026583959783479716,-0.05162933926781633,2.8177533563187187,-0.0043645738394728,-0.006673295633586008,101.0
2023,-0.02887940391182242,-0.02910704379200635,0.03973586083606687,-0.7325132306077257,-1.003236619490903,-0.4929558262111029,-0.05904594741424474,0.404,0.5,0.00833240831488502,-0.018376966625192614,0.36438152914956384,3.862807507683066,-0.00419411905557228,-0.005800122586725469,228.0
2024,-0.010562574210618791,-0.010562574210618791,0.04596317025622861,-0.22980517122157004,-0.25779873298470984,-0.27255753266155397,-0.03875355822117299,0.4246031746031746,0.5833333333333334,0.010793899734955259,-0.015994355297260454,-1.3060598527210006,11.974780666256253,-0.00381843801105811,-0.007130884404707022,129.0
