assumed_annual_borrow_rate,assumed_short_gross_fraction,estimated_borrow_cost,total_return,cagr,annualised_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,hit_rate,monthly_win_rate,best_month,worst_month,skewness,kurtosis,var_95,expected_shortfall_95,max_drawdown_duration
0.0,0.5,0.0,-0.0941399364466673,-0.013123806370054059,0.04403923696739529,-0.2980025830095636,-0.3572171706006824,-0.11806012294701639,-0.11116205914798027,0.4236479321314952,0.5,0.03310626440008013,-0.028520908613684393,-0.5922637981460178,16.470058521877316,-0.004031304818511575,-0.006591623128273415,1882.0
0.01,0.5,0.018035228955373152,-0.1103318704709828,-0.01549926014033709,0.04403903523929341,-0.35194368033085394,-0.4218174335181617,-0.1229985905794184,-0.12601168897402482,0.42258748674443264,0.4777777777777778,0.032670438604033514,-0.028785632075279843,-0.597480822936975,16.477295970591324,-0.004044413431067802,-0.006605113011586654,1882.0
0.03,0.5,0.054105686866119454,-0.1418532383286374,-0.02023311982401843,0.04403919024708425,-0.4594344198996263,-0.5506797534706388,-0.13056036701921547,-0.1549713767351817,0.419406150583245,0.4666666666666667,0.031799313187345746,-0.02931487337459815,-0.6078895123668596,16.491001741725142,-0.004072234430139919,-0.00663209277821313,1882.0
