target,total_return,cagr,annualised_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,hit_rate,monthly_win_rate,best_month,worst_month,skewness,kurtosis,var_95,expected_shortfall_95,max_drawdown_duration
unscaled,-0.11520074630638466,-0.01622087829432539,0.04920365030751963,-0.32966818910682344,-0.3936098808149607,-0.12408175164765431,-0.1307273477278642,0.4188759278897137,0.4777777777777778,0.03620131523652059,-0.028606994150791376,-0.5109456217049533,13.664004215636457,-0.004873855901077311,-0.0075392261486498455,1882.0
target_5pct,-0.14765857458151765,-0.021121346142432218,0.05142424807108515,-0.4107273695715609,-0.5017657522964291,-0.1343373828922224,-0.15722612490804344,0.4188759278897137,0.4666666666666667,0.02992610482522884,-0.03564934004482723,-0.3217036874546709,6.486812117445906,-0.00519528201849613,-0.008133735157692033,1882.0
target_8pct,-0.1522086105336039,-0.021821180772372384,0.058496855155081504,-0.3730316905844266,-0.4478155506010512,-0.12801457895364676,-0.1704585598822591,0.4188759278897137,0.4666666666666667,0.02992610482522884,-0.03564934004482723,-0.5451666755331703,9.418585658607977,-0.005893724299663305,-0.009147109363716058,1882.0
target_10pct,-0.1556088361622654,-0.022346292374911925,0.06011648101214158,-0.3717165742019846,-0.4400836028412013,-0.12847994695550177,-0.17392825031793813,0.4188759278897137,0.4666666666666667,0.02992610482522884,-0.03564934004482723,-0.6956646964698969,11.628698385119257,-0.006062687792864103,-0.00934854979063221,1882.0
