total_return,cagr,annualised_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,hit_rate,monthly_win_rate,best_month,worst_month,skewness,kurtosis,var_95,expected_shortfall_95,max_drawdown_duration,alpha_vs_cash,information_ratio_vs_cash,beta_to_spy,correlation_to_spy,alpha_vs_spy,information_ratio_vs_spy,bootstrap_mean_return_lower,bootstrap_mean_return_upper,bootstrap_sharpe_lower,bootstrap_sharpe_upper,annualised_mean_return,newey_west_t_stat,newey_west_pvalue,oos_observations,completed_trades,walk_forward_segments,positive_segment_rate,average_selected_pairs,maximum_selected_pairs,unique_pairs,peer_groups,maximum_pair_pnl_share,turnover
-0.11520074630637678,-0.01622087829432428,0.049203650307519324,-0.3296681891068029,-0.3936098808149335,-0.12408175164765287,-0.13072734772785677,0.4188759278897137,0.4777777777777778,0.03620131523652037,-0.028606994150790932,-0.510945621704963,13.664004215636737,-0.004873855901077275,-0.0075392261486498195,1882.0,-0.01622087829432428,-0.3296681891068029,0.02298853557154002,0.08810480379434113,-0.01953156780416423,-0.8889107738132667,-0.04499206802052468,0.016426228872313167,-0.9462069292290862,0.33147752191339264,-0.015141402183563635,-0.8327080936416068,0.40511486629227766,1886.0,199.0,30.0,0.4666666666666667,3.7666666666666666,4.0,62.0,17.0,0.059134680637882686,92.58333333333333
