cost_bps,strategy,total_return,cagr,annualised_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,hit_rate,monthly_win_rate,best_month,worst_month,skewness,kurtosis,var_95,expected_shortfall_95,max_drawdown_duration,profit_factor,number_of_trades
1.0,risk_capped_inverse_volatility,0.07784237678315642,0.020190796259159205,0.05376079148186514,0.37556731779088603,0.26679797976883224,0.2725064622918294,-0.07409290807032942,0.12063492063492064,0.125,0.07124152946249063,-0.04464862061964081,1.5735990995770612,34.319541380711165,-0.0029376035450384775,-0.00785327031175986,248.0,1.1765213999517101,19.0
1.0,risk_capped,0.07784237678315642,0.020190796259159205,0.05376079148186514,0.37556731779088603,0.26679797976883224,0.2725064622918294,-0.07409290807032942,0.12063492063492064,0.125,0.07124152946249063,-0.04464862061964081,1.5735990995770612,34.319541380711165,-0.0029376035450384775,-0.00785327031175986,248.0,1.1765213999517101,19.0
2.0,equal_weight,0.12634389187546935,0.032235843570196376,0.04728622099460501,0.6817174832785693,0.541877975909113,0.4265520840394592,-0.07557305374040635,0.1164021164021164,0.11363636363636363,0.07081394176005329,-0.04503215837530883,2.9458125332713965,40.884113241712434,-0.0026853276254553207,-0.006433482890914552,248.0,1.3291766872656512,16.0
2.0,inverse_volatility,0.12634389187546935,0.032235843570196376,0.04728622099460501,0.6817174832785693,0.541877975909113,0.4265520840394592,-0.07557305374040635,0.1164021164021164,0.11363636363636363,0.07081394176005329,-0.04503215837530883,2.9458125332713965,40.884113241712434,-0.0026853276254553207,-0.006433482890914552,248.0,1.3291766872656512,16.0
2.0,sharpe_weighted,0.12634389187546935,0.032235843570196376,0.04728622099460501,0.6817174832785693,0.541877975909113,0.4265520840394592,-0.07557305374040635,0.1164021164021164,0.11363636363636363,0.07081394176005329,-0.04503215837530883,2.9458125332713965,40.884113241712434,-0.0026853276254553207,-0.006433482890914552,248.0,1.3291766872656512,16.0
2.0,robust_score_weighted,0.12634389187546935,0.032235843570196376,0.04728622099460501,0.6817174832785693,0.541877975909113,0.4265520840394592,-0.07557305374040635,0.1164021164021164,0.11363636363636363,0.07081394176005329,-0.04503215837530883,2.9458125332713965,40.884113241712434,-0.0026853276254553207,-0.006433482890914552,248.0,1.3291766872656512,16.0
2.0,risk_capped_inverse_volatility,0.12634389187546935,0.032235843570196376,0.04728622099460501,0.6817174832785693,0.541877975909113,0.4265520840394592,-0.07557305374040635,0.1164021164021164,0.11363636363636363,0.07081394176005329,-0.04503215837530883,2.9458125332713965,40.884113241712434,-0.0026853276254553207,-0.006433482890914552,248.0,1.3291766872656512,16.0
2.0,risk_capped,0.12634389187546935,0.032235843570196376,0.04728622099460501,0.6817174832785693,0.541877975909113,0.4265520840394592,-0.07557305374040635,0.1164021164021164,0.11363636363636363,0.07081394176005329,-0.04503215837530883,2.9458125332713965,40.884113241712434,-0.0026853276254553207,-0.006433482890914552,248.0,1.3291766872656512,16.0
5.0,equal_weight,0.10822139422366117,0.027780581406098293,0.04741124501105808,0.5859492067676945,0.47091783290154365,0.34725259721540097,-0.08000107595701,0.11534391534391535,0.10227272727272728,0.06953169076927868,-0.04618230962728731,2.905534063722437,40.61668819136433,-0.0026853276254553207,-0.006483482890914552,248.0,1.2764766475579705,16.0
5.0,inverse_volatility,0.10822139422366117,0.027780581406098293,0.04741124501105808,0.5859492067676945,0.47091783290154365,0.34725259721540097,-0.08000107595701,0.11534391534391535,0.10227272727272728,0.06953169076927868,-0.04618230962728731,2.905534063722437,40.61668819136433,-0.0026853276254553207,-0.006483482890914552,248.0,1.2764766475579705,16.0
5.0,sharpe_weighted,0.10822139422366117,0.027780581406098293,0.04741124501105808,0.5859492067676945,0.47091783290154365,0.34725259721540097,-0.08000107595701,0.11534391534391535,0.10227272727272728,0.06953169076927868,-0.04618230962728731,2.905534063722437,40.61668819136433,-0.0026853276254553207,-0.006483482890914552,248.0,1.2764766475579705,16.0
5.0,robust_score_weighted,0.10822139422366117,0.027780581406098293,0.04741124501105808,0.5859492067676945,0.47091783290154365,0.34725259721540097,-0.08000107595701,0.11534391534391535,0.10227272727272728,0.06953169076927868,-0.04618230962728731,2.905534063722437,40.61668819136433,-0.0026853276254553207,-0.006483482890914552,248.0,1.2764766475579705,16.0
5.0,risk_capped_inverse_volatility,0.10822139422366117,0.027780581406098293,0.04741124501105808,0.5859492067676945,0.47091783290154365,0.34725259721540097,-0.08000107595701,0.11534391534391535,0.10227272727272728,0.06953169076927868,-0.04618230962728731,2.905534063722437,40.61668819136433,-0.0026853276254553207,-0.006483482890914552,248.0,1.2764766475579705,16.0
5.0,risk_capped,0.10822139422366117,0.027780581406098293,0.04741124501105808,0.5859492067676945,0.47091783290154365,0.34725259721540097,-0.08000107595701,0.11534391534391535,0.10227272727272728,0.06953169076927868,-0.04618230962728731,2.905534063722437,40.61668819136433,-0.0026853276254553207,-0.006483482890914552,248.0,1.2764766475579705,16.0
10.0,equal_weight,0.09192585469788495,0.02372860813320976,0.044204686709820154,0.5367894198408244,0.36420603074510904,0.27168125702705664,-0.08733987906588137,0.07089947089947089,0.07954545454545454,0.06739631283978342,-0.04809768833049988,3.5405150261647234,53.523418024892855,-0.001835323194824949,-0.005475703268630669,427.0,1.3159984062058199,10.0
10.0,inverse_volatility,0.09192585469788495,0.02372860813320976,0.044204686709820154,0.5367894198408244,0.36420603074510904,0.27168125702705664,-0.08733987906588137,0.07089947089947089,0.07954545454545454,0.06739631283978342,-0.04809768833049988,3.5405150261647234,53.523418024892855,-0.001835323194824949,-0.005475703268630669,427.0,1.3159984062058199,10.0
10.0,sharpe_weighted,0.09192585469788495,0.02372860813320976,0.044204686709820154,0.5367894198408244,0.36420603074510904,0.27168125702705664,-0.08733987906588137,0.07089947089947089,0.07954545454545454,0.06739631283978342,-0.04809768833049988,3.5405150261647234,53.523418024892855,-0.001835323194824949,-0.005475703268630669,427.0,1.3159984062058199,10.0
10.0,robust_score_weighted,0.09192585469788495,0.02372860813320976,0.044204686709820154,0.5367894198408244,0.36420603074510904,0.27168125702705664,-0.08733987906588137,0.07089947089947089,0.07954545454545454,0.06739631283978342,-0.04809768833049988,3.5405150261647234,53.523418024892855,-0.001835323194824949,-0.005475703268630669,427.0,1.3159984062058199,10.0
10.0,risk_capped_inverse_volatility,0.09192585469788495,0.02372860813320976,0.044204686709820154,0.5367894198408244,0.36420603074510904,0.27168125702705664,-0.08733987906588137,0.07089947089947089,0.07954545454545454,0.06739631283978342,-0.04809768833049988,3.5405150261647234,53.523418024892855,-0.001835323194824949,-0.005475703268630669,427.0,1.3159984062058199,10.0
10.0,risk_capped,0.09192585469788495,0.02372860813320976,0.044204686709820154,0.5367894198408244,0.36420603074510904,0.27168125702705664,-0.08733987906588137,0.07089947089947089,0.07954545454545454,0.06739631283978342,-0.04809768833049988,3.5405150261647234,53.523418024892855,-0.001835323194824949,-0.005475703268630669,427.0,1.3159984062058199,10.0
