total_return,cagr,annualised_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,hit_rate,monthly_win_rate,best_month,worst_month,skewness,kurtosis,var_95,expected_shortfall_95,max_drawdown_duration,alpha_vs_cash,information_ratio_vs_cash,beta_to_spy,correlation_to_spy,alpha_vs_spy,information_ratio_vs_spy,bootstrap_mean_return_lower,bootstrap_mean_return_upper,bootstrap_sharpe_lower,bootstrap_sharpe_upper,annualised_mean_return,newey_west_t_stat,newey_west_pvalue,oos_observations,completed_trades,walk_forward_segments,positive_segment_rate,average_selected_pairs,maximum_selected_pairs,unique_pairs,peer_groups,maximum_pair_pnl_share,turnover
-0.32494470688701993,-0.05115125849652502,0.06019145784718644,-0.849809264071779,-0.8723359649988229,-0.14512607348442952,-0.3524608450321851,0.3547189819724284,0.4111111111111111,0.047372858526586015,-0.06421543244568739,-1.4021688756517954,19.5613322748116,-0.0056580947701335,-0.010167104597316371,1884.0,-0.05115125849652502,-0.849809264071779,0.011474472787366229,0.03594872430283531,-0.0528037524785735,-1.0175841936746925,-0.09219229319702713,-0.010924554128391299,-1.5453474598127246,-0.18053513597227527,-0.05068183034517081,-2.182893006551525,0.02916669481993037,1886.0,217.0,30.0,0.3,2.7,4.0,50.0,10.0,0.15024300400183402,146.8537780039433
