pair,entry_date,exit_date,direction,entry_zscore,exit_zscore,holding_period,gross_return,net_return,exit_reason,transaction_cost,segment,universe_mode,peer_group,hedge_mode,weight
CVS/CNC,2024-06-03,2024-07-01,short_spread,2.1755445817366987,-0.6077061453825036,20,-0.0195409877272226,-0.0215098764148753,time_stop,0.002,27,stock_peer_groups,managed_care,kalman,0.3
MSFT/META,2024-04-19,2024-05-16,long_spread,-2.649683768284861,0.887095585250892,20,0.0451658907480236,0.0430781182583732,time_stop,0.002,27,stock_peer_groups,mega_cap_platforms,kalman,0.35
MSFT/META,2024-05-31,2024-06-28,long_spread,-3.114000274149793,-0.4257999923144024,20,0.0363162229892453,0.0342455982395537,time_stop,0.002,27,stock_peer_groups,mega_cap_platforms,kalman,0.35
MSFT/META,2024-07-19,2024-08-15,long_spread,-2.1097435416570027,1.6070982247413172,20,-0.0649038252582243,-0.0667786607857502,time_stop,0.002,28,stock_peer_groups,mega_cap_platforms,kalman,0.3
MSFT/META,2024-09-12,2024-10-07,short_spread,2.01232415874502,-1.216280088026268,18,0.0606270462649869,0.0595666041830407,time_stop,0.001,28,stock_peer_groups,mega_cap_platforms,kalman,0.3
MS/STT,2024-07-17,2024-08-13,long_spread,-3.261132144597085,0.8906971760013995,20,-0.0284164839592856,-0.030356877556494,time_stop,0.002,28,stock_peer_groups,capital_markets,kalman,0.35
MS/STT,2024-08-15,2024-09-12,short_spread,2.1766038654509297,0.2820402528773708,20,0.0320802303230449,0.0300175523242587,time_stop,0.002,28,stock_peer_groups,capital_markets,kalman,0.35
MS/STT,2024-09-27,2024-10-07,short_spread,2.4136210287256645,0.9018238471508148,7,-0.0171275179111416,-0.0181071003175518,time_stop,0.001,28,stock_peer_groups,capital_markets,kalman,0.35
INTU/NOW,2024-08-26,2024-09-23,long_spread,-2.724937180154268,-1.2568736076769067,20,-0.0246252843232004,-0.026577467572316,time_stop,0.002,28,stock_peer_groups,enterprise_software,kalman,0.35
MSFT/META,2024-10-23,2024-11-19,short_spread,2.2031850429804303,-0.28504433520894,20,0.0050295469395398,0.0030169593621578,time_stop,0.002,29,stock_peer_groups,mega_cap_platforms,kalman,0.5
MSFT/META,2024-12-19,2024-12-31,long_spread,-2.28810536783989,-1.288402655951962,8,-0.0214435255130428,-0.0224219414931449,time_stop,0.001,29,stock_peer_groups,mega_cap_platforms,kalman,0.5
MS/STT,2024-10-17,2024-11-13,short_spread,3.3372625293364053,0.3659511633110826,20,-0.0610773459485072,-0.0629552154849,time_stop,0.002,29,stock_peer_groups,capital_markets,kalman,0.5
