pair,universe_mode,peer_group,ticker_y,ticker_x,stage,hedge_mode,entry_threshold,exit_threshold,stop_threshold,max_holding_period,zscore_window,use_volatility_filter,volatility_percentile,cooldown_days,stability_score,training_score,validation_total_return,validation_sharpe,validation_max_drawdown,validation_volatility,validation_profit_factor,validation_trades,validation_turnover,validation_average_holding_period,validation_win_rate,robust_score,weight,segment,train_start,train_end,validation_start,validation_end,test_start,test_end,train_observations,validation_observations,test_observations
MA/SYF,stock_peer_groups,payments_credit,MA,SYF,refinement,kalman,2.0,0.0,3.5,20,23,False,0.9,0,0.7094290198112299,1.088084604836014,0.2392953017727188,2.8065617899926294,-0.0804054387288838,0.1909285756353654,5.0,5.0,9.0,17.8,1.0,2.7398452719727886,0.1332046633189439,20,2020-01-06,2022-01-03,2022-01-04,2022-07-06,2022-07-07,2022-10-04,504,126,63
JNJ/LLY,stock_peer_groups,large_pharma,JNJ,LLY,refinement,kalman,2.0,0.0,3.5,20,28,False,0.9,0,0.6698505379311133,0.9938417138287918,0.0866001720999769,2.3282683485269686,-0.0411571609254267,0.0776113003133953,5.0,4.0,7.0,17.0,1.0,2.142979555841164,0.327691670320911,20,2020-01-06,2022-01-03,2022-01-04,2022-07-06,2022-07-07,2022-10-04,504,126,63
MSFT/ORCL,stock_peer_groups,enterprise_software,MSFT,ORCL,refinement,kalman,2.0,0.0,3.5,20,34,False,0.9,0,0.7204812591381571,0.839769745971444,0.0698836394406599,1.4016394981125866,-0.0372876287457354,0.1032012883038581,13.776528180439696,3.0,5.0,18.0,0.6666666666666666,1.3027352899319904,0.2464366196727371,20,2020-01-06,2022-01-03,2022-01-04,2022-07-06,2022-07-07,2022-10-04,504,126,63
NXPI/TXN,stock_peer_groups,semiconductors,TXN,NXPI,refinement,kalman,2.0,0.0,3.5,20,23,False,0.9,0,0.729056979282046,0.8875438120761552,0.0187767986570122,0.436207689917556,-0.0633574339998386,0.0868993517491514,2.115014624281775,3.0,5.0,19.0,0.6666666666666666,0.4799440229284164,0.2926670466874079,20,2020-01-06,2022-01-03,2022-01-04,2022-07-06,2022-07-07,2022-10-04,504,126,63
MSFT/ORCL,stock_peer_groups,enterprise_software,MSFT,ORCL,refinement,kalman,2.0,0.0,3.5,20,34,False,0.9,0,0.7146373142184428,0.9644971592249704,0.0486891343652973,0.8509215776019274,-0.0449997713045452,0.1172245517817864,4.102683114815103,3.0,5.0,18.33333333333333,0.6666666666666666,0.8835240302777178,0.2247074849149615,21,2020-04-06,2022-04-04,2022-04-05,2022-10-04,2022-10-05,2023-01-04,504,126,63
COF/V,stock_peer_groups,payments_credit,V,COF,refinement,kalman,2.0,0.0,3.5,20,24,False,0.9,0,0.7626520674631306,1.0659537789866906,0.0481034390221333,0.7989320000149678,-0.0630009773512034,0.1233156500029753,3.7051405679661062,3.0,6.0,20.0,0.6666666666666666,0.7989942679446587,0.2136082013964435,21,2020-04-06,2022-04-04,2022-04-05,2022-10-04,2022-10-05,2023-01-04,504,126,63
MA/SYF,stock_peer_groups,payments_credit,MA,SYF,refinement,kalman,2.0,0.0,3.5,20,23,False,0.9,0,0.7686981545651987,1.1017952352805285,0.0459280994159614,0.7551294330860129,-0.0803464636577806,0.1244364012721274,2.5045239669126484,4.0,7.0,18.25,0.5,0.7415573235570131,0.2116843136885949,21,2020-04-06,2022-04-04,2022-04-05,2022-10-04,2022-10-05,2023-01-04,504,126,63
BAC/WFC,stock_peer_groups,money_center_banks,BAC,WFC,refinement,kalman,2.0,0.0,3.5,20,40,False,0.9,0,0.8168781454845314,0.9570304340574876,0.0118022597190821,0.4043272368112313,-0.0375721810708166,0.0587242476166059,1.785348458575571,4.0,7.0,16.5,0.5,0.4667228095544015,0.35,21,2020-04-06,2022-04-04,2022-04-05,2022-10-04,2022-10-05,2023-01-04,504,126,63
JNJ/LLY,stock_peer_groups,large_pharma,JNJ,LLY,refinement,kalman,2.0,0.0,3.5,20,21,False,0.9,0,0.7587705411662887,1.0694472979515712,0.0181840191177538,0.5963533763706286,-0.0506599349046071,0.0615385076045489,1.9911531490250325,3.0,5.0,19.666666666666668,0.6666666666666666,0.593737726005088,0.35,22,2020-07-07,2022-07-06,2022-07-07,2023-01-04,2023-01-05,2023-04-05,504,126,63
NTRS/SCHW,stock_peer_groups,capital_markets,SCHW,NTRS,refinement,kalman,2.0,0.0,3.5,20,27,False,0.9,0,0.574396022260592,0.8707950760746354,0.0239161452848166,0.6323604041097862,-0.0686311434515296,0.0765453881367851,1.5653970440572933,3.0,6.0,18.33333333333333,0.6666666666666666,0.5176653376593628,0.35,22,2020-07-07,2022-07-06,2022-07-07,2023-01-04,2023-01-05,2023-04-05,504,126,63
MSFT/ORCL,stock_peer_groups,enterprise_software,MSFT,ORCL,refinement,kalman,2.0,0.0,3.5,20,32,False,0.9,0,0.8057881281172783,0.9339337949377196,0.0124392408636377,0.2142973702542562,-0.0882036665005943,0.11681532260913,5.0,2.0,4.0,20.0,1.0,0.4602150285721413,0.3,22,2020-07-07,2022-07-06,2022-07-07,2023-01-04,2023-01-05,2023-04-05,504,126,63
GOOGL/MSFT,stock_peer_groups,mega_cap_platforms,MSFT,GOOGL,refinement,kalman,2.0,0.0,3.5,20,38,False,0.9,0,0.8956100963129596,0.9410821167926188,0.1093342457938868,2.7727254799792385,-0.0202810505660627,0.0831753704275183,5.0,3.0,6.0,20.0,1.0,2.298211033679334,0.1913288753869351,23,2020-10-05,2022-10-04,2022-10-05,2023-04-05,2023-04-06,2023-07-07,504,126,63
EDV/TLT,etf_peer_groups,long_treasuries,TLT,EDV,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.7591543624208094,0.6466543624208093,0.0058057330052143,1.2099750167146248,-0.0042000222769049,0.0096243082586746,5.0,2.0,3.0,14.5,1.0,1.094319207139475,0.35,23,2020-10-05,2022-10-04,2022-10-05,2023-04-05,2023-04-06,2023-07-07,504,126,63
