pair,universe_mode,peer_group,ticker_y,ticker_x,stage,hedge_mode,entry_threshold,exit_threshold,stop_threshold,max_holding_period,zscore_window,use_volatility_filter,volatility_percentile,cooldown_days,stability_score,training_score,validation_total_return,validation_sharpe,validation_max_drawdown,validation_volatility,validation_profit_factor,validation_trades,validation_turnover,validation_average_holding_period,validation_win_rate,robust_score,weight,segment,train_start,train_end,validation_start,validation_end,test_start,test_end,train_observations,validation_observations,test_observations
JNJ/LLY,stock_peer_groups,large_pharma,JNJ,LLY,refinement,kalman,2.0,0.0,3.5,20,33,False,0.9,0,0.5297368863069501,0.7782692647466086,0.0296696018121878,0.9719373814361292,-0.0336376248945412,0.0619581981784561,3.74006695696044,3.0,6.0,20.0,0.6666666666666666,0.8921702225041892,0.2568481742795795,23,2020-10-05,2022-10-04,2022-10-05,2023-04-05,2023-04-06,2023-07-07,504,126,63
MCHP/NXPI,stock_peer_groups,semiconductors,MCHP,NXPI,refinement,kalman,2.0,0.0,3.5,20,34,False,0.9,0,0.5806118966228048,0.9092797708342464,0.0184361373530987,0.4719328800996424,-0.057022437704736,0.078850547261812,1.4693551063146706,4.0,7.0,16.75,0.75,0.4378100126809416,0.2018229503334852,23,2020-10-05,2022-10-04,2022-10-05,2023-04-05,2023-04-06,2023-07-07,504,126,63
CNC/CVS,stock_peer_groups,managed_care,CVS,CNC,refinement,kalman,2.0,0.0,3.5,20,34,False,0.9,0,0.5733704578440986,0.6135569107375646,0.0738351423901917,1.7851771330412929,-0.0307748327305494,0.0857740726105421,5.0,4.0,7.0,18.75,1.0,1.6866918752155975,0.35,24,2021-01-05,2023-01-04,2023-01-05,2023-07-07,2023-07-10,2023-10-05,504,126,63
ADBE/NOW,stock_peer_groups,enterprise_software,ADBE,NOW,refinement,kalman,2.0,0.0,3.5,20,37,False,0.9,0,0.5686704309570427,0.5854090515842937,0.0159525436484717,0.2699166095041989,-0.0478039781279446,0.119146320802091,1.5922751071508845,4.0,7.0,19.5,0.75,0.2809103228349973,0.3,24,2021-01-05,2023-01-04,2023-01-05,2023-07-07,2023-07-10,2023-10-05,504,126,63
NXPI/TXN,stock_peer_groups,semiconductors,TXN,NXPI,refinement,kalman,2.0,0.0,3.5,20,27,False,0.9,0,0.4867763851062925,0.6524172277992455,0.0088117658788637,0.2455469712054594,-0.040044988759524,0.0720887693655161,1.251340132706556,5.0,9.0,14.6,0.4,0.2018670543221163,0.35,24,2021-01-05,2023-01-04,2023-01-05,2023-07-07,2023-07-10,2023-10-05,504,126,63
MS/STT,stock_peer_groups,capital_markets,MS,STT,refinement,kalman,2.0,0.0,3.5,20,31,False,0.9,0,0.7864992801096282,1.176748775981009,0.0828581495983555,2.219635065908597,-0.0410468063915775,0.077752318298742,5.0,4.0,7.0,19.0,1.0,2.091263621342353,0.2703101820072726,25,2021-04-07,2023-04-05,2023-04-06,2023-10-05,2023-10-06,2024-01-05,504,126,63
CNC/CVS,stock_peer_groups,managed_care,CVS,CNC,refinement,kalman,2.0,0.0,3.5,20,33,False,0.9,0,0.6375267165852609,0.8301949631755057,0.0773014462941352,1.7438692320450044,-0.03215642609079,0.0920816786239918,5.0,3.0,6.0,20.0,1.0,1.5090794803169854,0.228245657821276,25,2021-04-07,2023-04-05,2023-04-06,2023-10-05,2023-10-06,2024-01-05,504,126,63
ADBE/NOW,stock_peer_groups,enterprise_software,ADBE,NOW,refinement,kalman,2.0,0.0,3.5,20,35,False,0.9,0,0.6740506714707964,0.7186419393486789,0.0690484910940891,1.501815081545707,-0.0403760915973056,0.0951280074797948,5.0,3.0,5.0,18.0,1.0,1.3631540813184226,0.2209364399363079,25,2021-04-07,2023-04-05,2023-04-06,2023-10-05,2023-10-06,2024-01-05,504,126,63
NXPI/TXN,stock_peer_groups,semiconductors,TXN,NXPI,refinement,kalman,2.0,0.0,3.5,20,31,False,0.9,0,0.5376804292249467,0.7137902901314387,0.0262620348616304,0.7102202443800247,-0.0357023668548367,0.07492572144967,1.799639806705633,4.0,8.0,12.5,0.5,0.6336645946046576,0.2805077202351436,25,2021-04-07,2023-04-05,2023-04-06,2023-10-05,2023-10-06,2024-01-05,504,126,63
ADBE/NOW,stock_peer_groups,enterprise_software,ADBE,NOW,refinement,kalman,2.0,0.0,3.5,20,24,False,0.9,0,0.6507127141741109,0.8382392076862926,0.0805880654694473,2.0883272190411417,-0.0271496961281917,0.0802894133190433,5.210400710258854,4.0,7.0,18.5,0.75,1.969875685703205,0.3447217029299099,26,2021-07-07,2023-07-07,2023-07-10,2024-01-05,2024-01-08,2024-04-08,504,126,63
MS/STT,stock_peer_groups,capital_markets,MS,STT,refinement,kalman,2.0,0.0,3.5,20,22,False,0.9,0,0.8856036766048497,1.0990338047667167,0.055362737357709,1.2550905319417105,-0.0503330265009963,0.0906631868436733,4.846826393385111,4.0,7.0,18.5,0.75,1.3207282820693034,0.3052782970700901,26,2021-07-07,2023-07-07,2023-07-10,2024-01-05,2024-01-08,2024-04-08,504,126,63
EEM/VWO,etf_peer_groups,emerging_markets,EEM,VWO,refinement,kalman,2.0,0.0,3.5,20,26,False,0.9,0,0.6926462614692978,0.598675600609719,0.004460514146892,0.9348162130044037,-0.003674914465977,0.0095643660816531,12.462551940617178,5.0,10.0,20.0,0.8,1.0619009012137293,0.35,26,2021-07-07,2023-07-07,2023-07-10,2024-01-05,2024-01-08,2024-04-08,504,126,63
MS/STT,stock_peer_groups,capital_markets,MS,STT,refinement,kalman,2.0,0.0,3.5,20,22,False,0.9,0,0.8811545363160908,1.294408596657467,0.0697964869212985,2.206857082942248,-0.0222637048440649,0.065461657914226,5.0,3.0,6.0,20.0,1.0,1.8990750782343917,0.35,27,2021-10-05,2023-10-05,2023-10-06,2024-04-08,2024-04-09,2024-07-09,504,126,63
CNC/CVS,stock_peer_groups,managed_care,CVS,CNC,refinement,kalman,2.0,0.0,3.5,20,35,False,0.9,0,0.7851775703576862,0.7858433151888216,0.0277235053578714,0.5197866005585319,-0.0729185068459482,0.108151313259451,1.817282073863059,4.0,7.0,19.0,0.75,0.524461522500786,0.3,27,2021-10-05,2023-10-05,2023-10-06,2024-04-08,2024-04-09,2024-07-09,504,126,63
META/MSFT,stock_peer_groups,mega_cap_platforms,MSFT,META,refinement,kalman,2.0,0.0,3.5,20,21,False,0.9,0,0.8129925165177392,1.175388485712829,0.0052141312827735,0.1244576455731235,-0.0393660072902657,0.0840080951430029,1.214659183680395,3.0,5.0,17.333333333333332,0.3333333333333333,0.2268462308843957,0.35,27,2021-10-05,2023-10-05,2023-10-06,2024-04-08,2024-04-09,2024-07-09,504,126,63
META/MSFT,stock_peer_groups,mega_cap_platforms,MSFT,META,refinement,kalman,2.0,0.0,3.5,20,28,False,0.9,0,0.7345035873816655,1.1315621121632589,0.1192295142551671,2.534863402663801,-0.0322191199746126,0.0996798112728008,20.44067204890332,5.0,10.0,18.8,0.8,2.510058972804777,0.3,28,2022-01-04,2024-01-05,2024-01-08,2024-07-09,2024-07-10,2024-10-07,504,126,63
MS/STT,stock_peer_groups,capital_markets,MS,STT,refinement,kalman,2.0,0.0,3.5,20,28,False,0.9,0,0.8756409835972324,1.141014246792406,0.0728647540656517,2.0629931060901727,-0.0290657020521682,0.0732134198948454,10.950323121694774,4.0,8.0,20.0,0.75,1.9676255754015963,0.35,28,2022-01-04,2024-01-05,2024-01-08,2024-07-09,2024-07-10,2024-10-07,504,126,63
INTU/NOW,stock_peer_groups,enterprise_software,INTU,NOW,refinement,kalman,2.0,0.0,3.5,20,35,False,0.9,0,0.7090352565733271,0.8492560861348906,0.0004596306573649,0.0113048106263202,-0.053493455888544,0.0813346287226114,1.046634718114345,3.0,6.0,20.0,0.6666666666666666,0.0732699025420436,0.35,28,2022-01-04,2024-01-05,2024-01-08,2024-07-09,2024-07-10,2024-10-07,504,126,63
META/MSFT,stock_peer_groups,mega_cap_platforms,MSFT,META,refinement,kalman,2.0,0.0,3.5,20,25,False,0.9,0,0.7283346663374557,1.108741208465173,0.0877053952240558,2.1504033266876954,-0.0689841852332716,0.0851482252315691,3.420217181833735,4.0,7.0,19.75,0.75,1.9451132793258823,0.5,29,2022-04-05,2024-04-08,2024-04-09,2024-10-07,2024-10-08,2024-12-31,504,126,59
MS/STT,stock_peer_groups,capital_markets,MS,STT,refinement,kalman,2.0,0.0,3.5,20,23,False,0.9,0,0.9436550159587792,1.1419092164197473,0.0208775514027184,0.4477703469260733,-0.0539891810914516,0.0942245846507021,1.3711682426025635,5.0,9.0,18.2,0.6,0.4764113721848281,0.5,29,2022-04-05,2024-04-08,2024-04-09,2024-10-07,2024-10-08,2024-12-31,504,126,59
