total_return,cagr,annualised_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,hit_rate,monthly_win_rate,best_month,worst_month,skewness,kurtosis,var_95,expected_shortfall_95,max_drawdown_duration,alpha_vs_cash,information_ratio_vs_cash,beta_to_spy,correlation_to_spy,alpha_vs_spy,information_ratio_vs_spy,bootstrap_mean_return_lower,bootstrap_mean_return_upper,bootstrap_sharpe_lower,bootstrap_sharpe_upper,annualised_mean_return,newey_west_t_stat,newey_west_pvalue,oos_observations,completed_trades,walk_forward_segments,positive_segment_rate,average_selected_pairs,maximum_selected_pairs,unique_pairs,peer_groups,maximum_pair_pnl_share,turnover
-0.16889928848714708,-0.024416530090805577,0.056664495341339646,-0.4308964536562716,-0.4809597997573603,-0.11652227744074316,-0.2095438797376964,0.36267232237539765,0.4444444444444444,0.06082621402563593,-0.0614244837985497,-0.2699782173500576,15.802888406798154,-0.0054298297516903755,-0.008929152954073294,1843.0,-0.024416530090805577,-0.4308964536562716,-0.0002542276788480946,-0.0008460526930507444,-0.02437991754074322,-0.899164398019896,-0.06360165226867315,0.017338574674871467,-1.14171217027822,0.31649643109724707,-0.02311154567614837,-1.132379341678392,0.25761900676500876,1886.0,146.0,30.0,0.4,2.7333333333333334,4.0,46.0,15.0,0.0995670939558412,92.39266169795853
