method,total_return,cagr,annualised_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,hit_rate,monthly_win_rate,best_month,worst_month,skewness,kurtosis,var_95,expected_shortfall_95,max_drawdown_duration
equal_weight,-0.18096620021966336,-0.02632117283683455,0.05780776299170951,-0.4553224597293169,-0.5073240603038667,-0.12094499099604789,-0.217629292623575,0.36267232237539765,0.45555555555555555,0.06082621402563593,-0.0614244837985497,-0.37166660016231357,16.15731268921009,-0.00548571803035728,-0.009049254345397958,1843.0
constrained_inverse_volatility,-0.16889928848714897,-0.02441653009080591,0.05666449534133983,-0.4308964536562761,-0.48095979975736763,-0.11652227744074418,-0.2095438797376974,0.36267232237539765,0.4444444444444444,0.06082621402563593,-0.0614244837985497,-0.26997821735005667,15.80288840679793,-0.005429829751690421,-0.008929152954073307,1843.0
validation_score,-0.19794233147300533,-0.029042270285212002,0.05896356313613333,-0.49254605285912023,-0.5488367381073707,-0.12978191078722523,-0.22377749032240868,0.35737009544008486,0.4444444444444444,0.06082621402563593,-0.0614244837985497,-0.42121631159973455,16.009073724173163,-0.005558986476877533,-0.009223293313435802,1843.0
score_risk_budget,-0.18298399815984578,-0.02664203195265835,0.057748542069162,-0.46134553355045343,-0.5116707775221155,-0.12497783116315597,-0.21317406218929924,0.3579003181336161,0.45555555555555555,0.06082621402563593,-0.0614244837985497,-0.44862307042280386,17.080186647755628,-0.005490271606074877,-0.00907806017167889,1843.0
